age,income,ownership,emp,intend,grade,amount,intrest,status,percent,default,history,cust_id,risk
23.0,49000.0,RENT,6.0,DEBTCONSOLIDATION,A,6000.0,7.9,0.0,0.1224489795918367,N,3.0,6582,34.0
22.0,50000.0,OWN,1.0,MEDICAL,A,3600.0,10.99,0.0,0.072,N,2.0,6583,32.00000000000001
24.0,50000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,C,6000.0,13.99,0.0,0.12,Y,4.0,6584,56.00000000000001
25.0,49000.0,RENT,8.0,EDUCATION,C,6000.0,10.99,0.0,0.1224489795918367,Y,2.0,6585,58.999999999999986
23.0,49152.0,RENT,2.0,PERSONAL,A,6000.0,7.9,0.0,0.1220703125,N,3.0,6586,38.00000000000001
21.0,49200.0,RENT,4.0,EDUCATION,C,6000.0,13.72,0.0,0.1219512195121951,N,3.0,6587,40.0
22.0,50000.0,MORTGAGE,4.0,MEDICAL,B,8000.0,10.59,0.0,0.16,N,4.0,6588,33.0
24.0,49500.0,RENT,9.0,EDUCATION,D,6000.0,16.07,0.0,0.1212121212121212,Y,4.0,6589,63.0
21.0,50000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5375.0,7.49,0.0,0.1075,N,3.0,6590,30.000000000000004
22.0,50000.0,RENT,4.0,MEDICAL,B,6000.0,10.65,0.0,0.12,N,2.0,6591,37.0
23.0,50000.0,RENT,4.0,DEBTCONSOLIDATION,B,6000.0,11.49,0.0,0.12,N,3.0,6592,37.0
23.0,50000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000.0,9.99,0.0,0.3,N,4.0,6593,33.0
24.0,50000.0,RENT,0.0,PERSONAL,A,6000.0,7.49,0.0,0.12,N,4.0,6594,38.00000000000001
24.0,44000.0,MORTGAGE,4.0,MEDICAL,B,5000.0,11.99,1.0,0.1136363636363636,N,3.0,6595,35.0
24.0,50000.0,RENT,5.0,MEDICAL,C,6000.0,14.79,0.0,0.12,N,4.0,6596,40.0
22.0,50000.0,RENT,3.0,DEBTCONSOLIDATION,C,6000.0,13.49,0.0,0.12,Y,2.0,6597,59.99999999999999
25.0,50000.0,RENT,1.0,MEDICAL,C,6000.0,14.79,0.0,0.12,Y,3.0,6598,62.999999999999986
24.0,50000.0,MORTGAGE,8.0,EDUCATION,A,9600.0,6.99,0.0,0.192,N,3.0,6599,30.000000000000004
23.0,50000.0,RENT,4.0,VENTURE,C,6000.0,13.49,0.0,0.12,N,3.0,6600,40.0
25.0,50000.0,RENT,5.0,HOMEIMPROVEMENT,C,6000.0,12.99,0.0,0.12,Y,3.0,6601,58.999999999999986
22.0,50000.0,OWN,4.0,PERSONAL,B,5000.0,12.62,0.0,0.1,N,3.0,6602,31.000000000000007
26.0,50000.0,RENT,4.0,PERSONAL,B,6000.0,10.99,0.0,0.12,N,3.0,6603,36.0
24.0,50000.0,MORTGAGE,5.0,PERSONAL,B,3500.0,10.99,0.0,0.07,N,2.0,6604,33.0
24.0,50000.0,RENT,1.0,MEDICAL,A,6000.0,5.79,0.0,0.12,N,4.0,6605,38.00000000000001
26.0,50000.0,OWN,7.0,MEDICAL,A,12000.0,8.49,0.0,0.24,N,4.0,6606,27.0
23.0,50000.0,RENT,4.0,DEBTCONSOLIDATION,A,6000.0,5.79,0.0,0.12,N,2.0,6607,34.0
21.0,50000.0,MORTGAGE,5.0,PERSONAL,B,7000.0,10.59,0.0,0.14,N,3.0,6608,33.0
25.0,50000.0,RENT,9.0,HOMEIMPROVEMENT,C,6000.0,14.17,0.0,0.12,N,3.0,6609,39.0
21.0,50000.0,RENT,5.0,MEDICAL,B,6000.0,10.75,0.0,0.12,N,2.0,6610,37.0
22.0,50000.0,RENT,3.0,DEBTCONSOLIDATION,B,6000.0,10.25,0.0,0.12,N,3.0,6611,37.0
24.0,50000.0,MORTGAGE,8.0,EDUCATION,B,15000.0,9.99,0.0,0.3,N,3.0,6612,33.0
23.0,50000.0,RENT,5.0,PERSONAL,B,6000.0,11.48,0.0,0.12,N,3.0,6613,37.0
22.0,44000.0,MORTGAGE,6.0,MEDICAL,A,5000.0,5.42,1.0,0.1136363636363636,N,4.0,6614,32.0
26.0,50000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10800.0,10.99,0.0,0.216,N,4.0,6615,32.0
23.0,50000.0,OWN,4.0,VENTURE,A,4800.0,5.99,0.0,0.096,N,3.0,6616,28.000000000000004
22.0,50000.0,RENT,6.0,PERSONAL,B,6000.0,11.89,0.0,0.12,N,2.0,6617,37.0
23.0,50000.0,MORTGAGE,6.0,VENTURE,A,7000.0,5.99,0.0,0.14,N,3.0,6618,30.000000000000004
22.0,50000.0,RENT,2.0,DEBTCONSOLIDATION,B,6000.0,10.46,0.0,0.12,N,4.0,6619,41.0
22.0,50000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6400.0,7.29,0.0,0.128,N,4.0,6620,34.0
26.0,44000.0,MORTGAGE,4.0,PERSONAL,B,11500.0,9.63,1.0,0.2613636363636363,N,3.0,6621,34.0
22.0,50508.0,RENT,5.0,VENTURE,A,6000.0,5.42,0.0,0.1187930624851508,N,3.0,6622,34.0
24.0,50000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000.0,10.0,0.0,0.1,N,4.0,6623,33.0
23.0,50000.0,MORTGAGE,3.0,PERSONAL,A,6000.0,6.92,0.0,0.12,N,2.0,6624,30.000000000000004
22.0,50650.0,RENT,4.0,DEBTCONSOLIDATION,B,6000.0,11.86,0.0,0.1184600197433366,N,2.0,6625,37.0
24.0,50000.0,MORTGAGE,8.0,EDUCATION,A,3000.0,7.66,0.0,0.06,N,2.0,6626,30.000000000000004
24.0,50740.0,RENT,0.0,MEDICAL,A,6000.0,9.63,0.0,0.1182499014584154,N,3.0,6627,38.00000000000001
24.0,45000.0,RENT,0.0,MEDICAL,E,6000.0,17.19,1.0,0.1333333333333333,N,3.0,6628,51.99999999999999
25.0,50000.0,MORTGAGE,9.0,PERSONAL,A,10000.0,6.92,0.0,0.2,N,2.0,6629,29.000000000000004
26.0,51356.0,RENT,4.0,DEBTCONSOLIDATION,A,6000.0,5.79,0.0,0.1168315289352753,N,4.0,6630,33.0
26.0,51500.0,RENT,3.0,MEDICAL,B,6000.0,10.75,0.0,0.116504854368932,N,3.0,6631,36.0
25.0,51541.0,RENT,0.0,DEBTCONSOLIDATION,B,6000.0,12.18,0.0,0.1164121767136842,N,4.0,6632,40.0
26.0,45928.0,RENT,5.0,HOMEIMPROVEMENT,A,6000.0,7.9,1.0,0.1306392614527086,N,4.0,6633,35.0
23.0,52000.0,RENT,4.0,DEBTCONSOLIDATION,C,6000.0,14.22,0.0,0.1153846153846153,N,4.0,6634,40.0
25.0,50000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000.0,10.0,0.0,0.16,N,2.0,6635,32.0
25.0,52000.0,RENT,2.0,VENTURE,C,6000.0,12.87,0.0,0.1153846153846153,Y,4.0,6636,62.999999999999986
25.0,52000.0,RENT,4.0,VENTURE,D,6000.0,14.96,0.0,0.1153846153846153,Y,2.0,6637,61.99999999999999
26.0,52000.0,RENT,10.0,HOMEIMPROVEMENT,E,6000.0,15.68,0.0,0.1153846153846153,N,3.0,6638,42.999999999999986
24.0,52800.0,RENT,3.0,HOMEIMPROVEMENT,B,6000.0,9.91,0.0,0.1136363636363636,N,4.0,6639,37.0
22.0,50000.0,OWN,6.0,VENTURE,A,6400.0,6.92,0.0,0.128,N,4.0,6640,28.000000000000004
25.0,53000.0,RENT,9.0,HOMEIMPROVEMENT,A,6000.0,7.9,0.0,0.1132075471698113,N,4.0,6641,33.0
22.0,50000.0,OWN,3.0,EDUCATION,A,5000.0,7.29,0.0,0.1,N,4.0,6642,28.000000000000004
24.0,53000.0,RENT,0.0,EDUCATION,B,6000.0,11.49,0.0,0.1132075471698113,N,2.0,6643,41.0
23.0,50000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000.0,7.66,0.0,0.12,N,4.0,6644,30.000000000000004
22.0,53819.0,RENT,2.0,EDUCATION,A,6000.0,7.42,0.0,0.1114847916163436,N,3.0,6645,38.00000000000001
26.0,50000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000.0,10.99,0.0,0.2,N,3.0,6646,29.000000000000004
22.0,50000.0,MORTGAGE,6.0,VENTURE,A,6800.0,6.92,0.0,0.136,N,4.0,6647,30.000000000000004
22.0,50000.0,MORTGAGE,3.0,PERSONAL,B,6000.0,11.11,0.0,0.12,N,3.0,6648,33.0
22.0,54000.0,RENT,6.0,PERSONAL,C,6000.0,12.98,0.0,0.1111111111111111,N,3.0,6649,40.0
24.0,54000.0,RENT,2.0,EDUCATION,A,6000.0,7.14,0.0,0.1111111111111111,N,3.0,6650,38.00000000000001
26.0,48000.0,RENT,0.0,PERSONAL,E,6000.0,16.45,1.0,0.125,N,4.0,6651,50.999999999999986
26.0,50000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,B,6000.0,10.99,0.0,0.12,N,3.0,6652,30.000000000000004
25.0,54000.0,RENT,4.0,HOMEIMPROVEMENT,A,6000.0,8.59,0.0,0.1111111111111111,N,4.0,6653,33.0
23.0,54000.0,RENT,0.0,EDUCATION,C,6000.0,12.53,0.0,0.1111111111111111,Y,4.0,6654,63.99999999999999
23.0,54516.0,RENT,4.0,VENTURE,B,6000.0,9.91,0.0,0.1100594320933304,N,3.0,6655,37.0
22.0,50000.0,MORTGAGE,7.0,VENTURE,B,8800.0,11.11,0.0,0.176,N,4.0,6656,33.0
22.0,50000.0,MORTGAGE,4.0,EDUCATION,A,12000.0,7.29,0.0,0.24,N,3.0,6657,30.000000000000004
25.0,50000.0,MORTGAGE,5.0,EDUCATION,C,4000.0,13.43,0.0,0.08,Y,3.0,6658,55.0
26.0,48700.0,RENT,0.0,MEDICAL,D,6000.0,14.59,1.0,0.1232032854209445,N,3.0,6659,48.0
22.0,54996.0,RENT,4.0,VENTURE,B,6000.0,10.75,0.0,0.1090988435522583,N,3.0,6660,37.0
26.0,50000.0,MORTGAGE,1.0,VENTURE,B,15000.0,10.37,0.0,0.3,N,2.0,6661,36.00000000000001
25.0,50000.0,MORTGAGE,9.0,PERSONAL,A,12000.0,10.99,0.0,0.24,N,2.0,6662,29.000000000000004
25.0,55000.0,RENT,0.0,DEBTCONSOLIDATION,B,6000.0,10.65,0.0,0.109090909090909,N,2.0,6663,40.0
22.0,55000.0,RENT,6.0,EDUCATION,C,6000.0,14.27,0.0,0.109090909090909,Y,2.0,6664,59.99999999999999
23.0,50000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,14400.0,10.0,0.0,0.288,N,2.0,6665,37.00000000000001
22.0,55000.0,RENT,2.0,EDUCATION,A,6000.0,8.9,0.0,0.109090909090909,N,3.0,6666,38.00000000000001
25.0,55000.0,RENT,3.0,HOMEIMPROVEMENT,B,6000.0,10.99,0.0,0.109090909090909,N,3.0,6667,36.0
24.0,55000.0,RENT,0.0,DEBTCONSOLIDATION,A,6000.0,6.03,0.0,0.109090909090909,N,4.0,6668,38.00000000000001
22.0,55000.0,RENT,6.0,EDUCATION,A,6000.0,6.62,0.0,0.109090909090909,N,2.0,6669,34.0
24.0,50000.0,MORTGAGE,2.0,PERSONAL,A,7000.0,5.42,0.0,0.14,N,4.0,6670,34.0
23.0,55000.0,RENT,7.0,EDUCATION,B,6000.0,10.99,0.0,0.109090909090909,N,2.0,6671,37.0
22.0,55000.0,RENT,6.0,DEBTCONSOLIDATION,A,6000.0,6.99,0.0,0.109090909090909,N,3.0,6672,34.0
21.0,49000.0,RENT,4.0,VENTURE,D,6000.0,15.99,1.0,0.1224489795918367,N,4.0,6673,45.0
26.0,55000.0,RENT,10.0,MEDICAL,A,6000.0,5.42,0.0,0.109090909090909,N,4.0,6674,31.0
22.0,55000.0,RENT,7.0,EDUCATION,B,6000.0,9.25,0.0,0.109090909090909,N,3.0,6675,37.0
22.0,50000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5150.0,8.88,0.0,0.103,N,2.0,6676,33.0
24.0,50000.0,MORTGAGE,8.0,MEDICAL,A,12000.0,5.42,0.0,0.24,N,2.0,6677,30.000000000000004
21.0,49000.0,RENT,5.0,DEBTCONSOLIDATION,D,6000.0,14.84,1.0,0.1224489795918367,Y,4.0,6678,65.0
26.0,55000.0,RENT,6.0,HOMEIMPROVEMENT,A,6000.0,7.14,0.0,0.109090909090909,N,4.0,6679,33.0
21.0,55000.0,RENT,3.0,EDUCATION,B,6000.0,10.99,0.0,0.109090909090909,N,3.0,6680,37.0
22.0,55000.0,RENT,5.0,DEBTCONSOLIDATION,A,6000.0,7.51,0.0,0.109090909090909,N,3.0,6681,34.0
22.0,50000.0,MORTGAGE,4.0,PERSONAL,B,7000.0,9.25,0.0,0.14,N,3.0,6682,33.0
26.0,49200.0,RENT,7.0,MEDICAL,D,6000.0,16.49,1.0,0.1219512195121951,Y,2.0,6683,63.99999999999999
25.0,50000.0,MORTGAGE,5.0,EDUCATION,B,12000.0,10.99,0.0,0.24,N,2.0,6684,32.0
21.0,55600.0,RENT,2.0,MEDICAL,A,6000.0,10.99,0.0,0.1079136690647482,N,4.0,6685,38.00000000000001
23.0,56000.0,RENT,6.0,EDUCATION,A,6000.0,7.49,0.0,0.1071428571428571,N,4.0,6686,34.0
25.0,50000.0,MORTGAGE,7.0,PERSONAL,C,6600.0,12.61,0.0,0.132,Y,3.0,6687,55.0
24.0,50000.0,MORTGAGE,5.0,PERSONAL,A,6000.0,6.17,0.0,0.12,N,2.0,6688,30.000000000000004
25.0,56000.0,RENT,1.0,HOMEIMPROVEMENT,B,6000.0,10.74,0.0,0.1071428571428571,N,2.0,6689,40.0
25.0,50000.0,MORTGAGE,9.0,EDUCATION,A,5000.0,5.79,0.0,0.1,N,2.0,6690,29.000000000000004
26.0,44000.0,MORTGAGE,3.0,EDUCATION,A,22500.0,10.99,1.0,0.5113636363636364,N,3.0,6691,41.0
22.0,50000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12800.0,5.79,0.0,0.256,N,2.0,6692,34.0
23.0,50000.0,RENT,1.0,DEBTCONSOLIDATION,B,6000.0,11.48,1.0,0.12,N,4.0,6693,43.0
24.0,57000.0,RENT,0.0,VENTURE,A,6000.0,7.9,0.0,0.1052631578947368,N,3.0,6694,38.00000000000001
25.0,57000.0,RENT,5.0,PERSONAL,A,6000.0,8.0,0.0,0.1052631578947368,N,3.0,6695,33.0
22.0,58000.0,RENT,2.0,PERSONAL,A,6000.0,6.92,0.0,0.1034482758620689,N,4.0,6696,38.00000000000001
25.0,58000.0,RENT,3.0,MEDICAL,B,6000.0,12.18,0.0,0.1034482758620689,N,4.0,6697,36.0
21.0,50000.0,MORTGAGE,5.0,MEDICAL,A,15000.0,6.54,0.0,0.3,N,4.0,6698,30.000000000000004
23.0,50000.0,MORTGAGE,4.0,VENTURE,E,15250.0,15.95,0.0,0.305,N,3.0,6699,52.0
22.0,50000.0,OWN,2.0,MEDICAL,D,10400.0,10.99,0.0,0.208,Y,4.0,6700,61.00000000000001
24.0,58000.0,RENT,3.0,VENTURE,C,6000.0,12.87,0.0,0.1034482758620689,Y,2.0,6701,59.99999999999999
25.0,50000.0,OWN,3.0,MEDICAL,A,10000.0,10.99,0.0,0.2,N,3.0,6702,27.0
22.0,52800.0,RENT,6.0,EDUCATION,C,6000.0,11.97,1.0,0.1136363636363636,N,2.0,6703,42.0
22.0,50000.0,MORTGAGE,5.0,VENTURE,B,10000.0,10.36,0.0,0.2,N,3.0,6704,33.0
22.0,50000.0,MORTGAGE,6.0,PERSONAL,B,8000.0,11.12,0.0,0.16,N,3.0,6705,33.0
25.0,59366.0,RENT,4.0,MEDICAL,B,6000.0,11.11,0.0,0.101067951352626,N,2.0,6706,36.0
24.0,59400.0,RENT,8.0,DEBTCONSOLIDATION,A,6000.0,7.9,0.0,0.101010101010101,N,3.0,6707,34.0
24.0,50000.0,MORTGAGE,2.0,EDUCATION,D,25000.0,15.58,0.0,0.5,Y,3.0,6708,73.0
23.0,59785.0,RENT,2.0,EDUCATION,A,6000.0,8.94,0.0,0.1003596219787572,N,3.0,6709,38.00000000000001
23.0,60000.0,RENT,1.0,DEBTCONSOLIDATION,A,6000.0,10.99,0.0,0.1,N,2.0,6710,38.00000000000001
22.0,50000.0,MORTGAGE,7.0,EDUCATION,A,12800.0,7.88,0.0,0.256,N,3.0,6711,30.000000000000004
25.0,50000.0,MORTGAGE,9.0,PERSONAL,C,2500.0,13.61,0.0,0.05,N,3.0,6712,35.0
22.0,60000.0,RENT,5.0,EDUCATION,B,6000.0,11.49,0.0,0.1,N,4.0,6713,37.0
22.0,50000.0,OWN,2.0,EDUCATION,B,5600.0,11.86,0.0,0.112,N,2.0,6714,35.00000000000001
22.0,60000.0,RENT,6.0,MEDICAL,B,6000.0,11.99,0.0,0.1,N,3.0,6715,37.0
23.0,54000.0,RENT,5.0,DEBTCONSOLIDATION,D,6000.0,15.62,1.0,0.1111111111111111,Y,4.0,6716,65.0
24.0,50000.0,MORTGAGE,4.0,MEDICAL,A,4000.0,10.99,0.0,0.08,N,2.0,6717,30.000000000000004
24.0,54000.0,RENT,3.0,HOMEIMPROVEMENT,B,6000.0,10.99,1.0,0.1111111111111111,N,2.0,6718,39.0
21.0,60000.0,RENT,5.0,MEDICAL,A,6000.0,10.99,0.0,0.1,N,4.0,6719,34.0
25.0,60000.0,RENT,9.0,PERSONAL,D,6000.0,14.54,0.0,0.1,Y,3.0,6720,61.99999999999999
23.0,54000.0,RENT,2.0,DEBTCONSOLIDATION,D,6000.0,14.09,1.0,0.1111111111111111,Y,3.0,6721,69.0
26.0,50000.0,OWN,11.0,HOMEIMPROVEMENT,B,1800.0,11.49,0.0,0.036,N,4.0,6722,28.000000000000004
26.0,50000.0,MORTGAGE,10.0,PERSONAL,A,10000.0,7.51,0.0,0.2,N,3.0,6723,27.0
24.0,50000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9000.0,7.14,0.0,0.18,N,2.0,6724,30.000000000000004
25.0,50000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,4800.0,13.61,0.0,0.096,Y,2.0,6725,55.0
24.0,60000.0,RENT,9.0,MEDICAL,A,6000.0,7.51,0.0,0.1,N,3.0,6726,34.0
25.0,50000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000.0,10.99,0.0,0.08,N,4.0,6727,29.000000000000004
23.0,50000.0,OWN,3.0,PERSONAL,B,1500.0,11.49,0.0,0.03,N,2.0,6728,31.000000000000007
23.0,50000.0,MORTGAGE,2.0,EDUCATION,C,8000.0,13.61,0.0,0.16,N,2.0,6729,40.0
23.0,54000.0,RENT,6.0,HOMEIMPROVEMENT,E,6000.0,16.45,1.0,0.1111111111111111,N,2.0,6730,48.00000000000001
24.0,60000.0,RENT,0.0,HOMEIMPROVEMENT,B,6000.0,11.48,0.0,0.1,N,2.0,6731,41.0
22.0,50000.0,MORTGAGE,4.0,EDUCATION,A,5000.0,7.51,0.0,0.1,N,2.0,6732,30.000000000000004
23.0,60495.0,RENT,8.0,MEDICAL,A,6000.0,10.99,0.0,0.0991817505578973,N,3.0,6733,34.0
26.0,50000.0,OWN,5.0,MEDICAL,A,3250.0,7.51,0.0,0.065,N,2.0,6734,27.0
25.0,61000.0,RENT,9.0,EDUCATION,A,6000.0,10.99,0.0,0.0983606557377049,N,4.0,6735,33.0
23.0,44000.0,MORTGAGE,7.0,PERSONAL,A,8500.0,7.14,1.0,0.1931818181818181,N,3.0,6736,32.0
22.0,61104.0,RENT,6.0,EDUCATION,B,6000.0,10.99,0.0,0.0981932443047918,N,4.0,6737,37.0
23.0,50000.0,MORTGAGE,2.0,PERSONAL,B,4000.0,11.86,0.0,0.08,N,3.0,6738,37.00000000000001
25.0,50000.0,OWN,9.0,VENTURE,C,12000.0,13.98,0.0,0.24,N,2.0,6739,33.0
21.0,62000.0,RENT,2.0,EDUCATION,B,6000.0,10.25,0.0,0.0967741935483871,N,4.0,6740,41.0
25.0,62000.0,RENT,2.0,VENTURE,A,6000.0,10.99,0.0,0.0967741935483871,N,3.0,6741,37.00000000000001
22.0,24000.0,RENT,6.0,DEBTCONSOLIDATION,B,7125.0,9.67,0.0,0.296875,N,3.0,6742,37.0
22.0,50000.0,MORTGAGE,5.0,EDUCATION,B,15000.0,10.25,0.0,0.3,N,3.0,6743,33.0
23.0,25279.0,RENT,7.0,PERSONAL,D,7125.0,17.58,0.0,0.2818545037382808,Y,4.0,6744,63.0
22.0,26124.0,RENT,2.0,EDUCATION,A,7125.0,5.79,0.0,0.2727377124483234,N,2.0,6745,38.00000000000001
22.0,28000.0,RENT,6.0,DEBTCONSOLIDATION,B,7125.0,10.99,0.0,0.2544642857142857,N,4.0,6746,37.0
24.0,70000.0,RENT,8.0,VENTURE,A,7125.0,6.92,0.0,0.1017857142857142,N,2.0,6747,34.0
22.0,50000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000.0,9.88,0.0,0.2,N,4.0,6748,33.0
26.0,15000.0,RENT,2.0,MEDICAL,B,7100.0,9.99,1.0,0.4733333333333333,N,4.0,6749,52.0
23.0,25000.0,RENT,1.0,PERSONAL,A,7100.0,7.9,0.0,0.284,N,2.0,6750,38.00000000000001
25.0,50000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,B,5000.0,11.36,0.0,0.1,N,2.0,6751,32.0
25.0,33000.0,RENT,1.0,VENTURE,C,7100.0,14.65,1.0,0.2151515151515151,Y,4.0,6752,64.99999999999999
23.0,50000.0,MORTGAGE,4.0,EDUCATION,B,20000.0,10.62,0.0,0.4,N,4.0,6753,43.0
23.0,44400.0,RENT,2.0,DEBTCONSOLIDATION,A,7100.0,6.99,1.0,0.1599099099099099,N,3.0,6754,40.00000000000001
25.0,95000.0,RENT,3.0,DEBTCONSOLIDATION,A,7100.0,6.99,0.0,0.0747368421052631,N,2.0,6755,33.0
25.0,96000.0,RENT,9.0,HOMEIMPROVEMENT,A,7075.0,5.99,0.0,0.0736979166666666,N,4.0,6756,33.0
22.0,50000.0,MORTGAGE,3.0,EDUCATION,A,2500.0,7.51,0.0,0.05,N,4.0,6757,30.000000000000004
22.0,30500.0,RENT,0.0,EDUCATION,A,7025.0,6.54,1.0,0.230327868852459,N,4.0,6758,40.00000000000001
22.0,10000.0,RENT,0.0,HOMEIMPROVEMENT,B,7000.0,12.21,1.0,0.7,N,2.0,6759,53.00000000000001
25.0,50000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000.0,7.88,0.0,0.36,N,2.0,6760,39.0
22.0,50000.0,OWN,2.0,VENTURE,C,6000.0,14.22,0.0,0.12,N,2.0,6761,38.00000000000001
22.0,15090.0,RENT,0.0,EDUCATION,A,7000.0,8.94,1.0,0.4638833664678595,N,4.0,6762,50.0
21.0,15600.0,RENT,4.0,EDUCATION,A,7000.0,7.51,1.0,0.4487179487179487,N,2.0,6763,46.0
21.0,17000.0,RENT,4.0,DEBTCONSOLIDATION,B,7000.0,10.62,1.0,0.4117647058823529,N,2.0,6764,49.0
22.0,18000.0,RENT,1.0,HOMEIMPROVEMENT,B,7000.0,10.65,1.0,0.3888888888888889,N,2.0,6765,53.00000000000001
25.0,50000.0,MORTGAGE,4.0,PERSONAL,A,6000.0,6.76,0.0,0.12,N,3.0,6766,29.000000000000004
23.0,18000.0,RENT,1.0,PERSONAL,A,7000.0,7.88,1.0,0.3888888888888889,N,4.0,6767,50.0
21.0,18000.0,RENT,5.0,HOMEIMPROVEMENT,B,7000.0,11.14,1.0,0.3888888888888889,N,4.0,6768,49.0
22.0,50000.0,MORTGAGE,0.0,PERSONAL,A,6250.0,7.88,0.0,0.125,N,2.0,6769,34.0
23.0,18500.0,RENT,4.0,EDUCATION,A,7000.0,7.66,1.0,0.3783783783783784,N,4.0,6770,46.0
21.0,19200.0,RENT,5.0,HOMEIMPROVEMENT,C,7000.0,14.35,1.0,0.3645833333333333,N,2.0,6771,51.99999999999999
25.0,19200.0,RENT,1.0,VENTURE,E,7000.0,16.82,1.0,0.3645833333333333,Y,3.0,6772,81.0
24.0,50000.0,OWN,4.0,VENTURE,B,21000.0,10.62,0.0,0.42,N,4.0,6773,41.0
23.0,21600.0,RENT,5.0,VENTURE,A,7000.0,6.62,1.0,0.324074074074074,N,2.0,6774,46.0
21.0,21600.0,RENT,6.0,EDUCATION,C,7000.0,13.98,1.0,0.324074074074074,Y,3.0,6775,72.00000000000001
26.0,22480.0,RENT,0.0,HOMEIMPROVEMENT,A,7000.0,8.0,1.0,0.3113879003558719,N,4.0,6776,48.99999999999999
22.0,22500.0,RENT,2.0,DEBTCONSOLIDATION,B,7000.0,10.38,1.0,0.3111111111111111,N,3.0,6777,53.00000000000001
24.0,22680.0,RENT,9.0,DEBTCONSOLIDATION,B,7000.0,10.62,1.0,0.3086419753086419,N,3.0,6778,49.0
25.0,22776.0,RENT,4.0,HOMEIMPROVEMENT,B,7000.0,9.91,1.0,0.3073410607657183,N,4.0,6779,48.0
25.0,22880.0,RENT,2.0,VENTURE,C,7000.0,10.99,1.0,0.3059440559440559,N,3.0,6780,54.99999999999999
23.0,50000.0,MORTGAGE,3.0,VENTURE,C,7000.0,13.48,0.0,0.14,Y,2.0,6781,56.00000000000001
26.0,22884.0,RENT,2.0,MEDICAL,A,7000.0,7.51,1.0,0.30589057857018,N,4.0,6782,48.99999999999999
23.0,44000.0,MORTGAGE,0.0,MEDICAL,F,2000.0,19.13,1.0,0.0454545454545454,Y,3.0,6783,71.0
23.0,50000.0,MORTGAGE,5.0,PERSONAL,B,9000.0,11.14,0.0,0.18,N,2.0,6784,33.0
26.0,50000.0,MORTGAGE,0.0,EDUCATION,A,10000.0,7.74,0.0,0.2,N,2.0,6785,33.0
25.0,23000.0,RENT,0.0,DEBTCONSOLIDATION,D,7000.0,12.49,1.0,0.3043478260869565,Y,4.0,6786,78.0
22.0,50000.0,MORTGAGE,0.0,PERSONAL,B,2500.0,12.18,0.0,0.05,N,4.0,6787,37.00000000000001
23.0,50000.0,MORTGAGE,1.0,PERSONAL,A,9000.0,10.99,0.0,0.18,N,2.0,6788,34.0
25.0,23460.0,RENT,5.0,MEDICAL,B,7000.0,10.99,0.0,0.2983802216538789,N,2.0,6789,36.0
22.0,24000.0,RENT,6.0,VENTURE,B,7000.0,12.42,0.0,0.2916666666666667,N,2.0,6790,37.0
26.0,24000.0,RENT,2.0,PERSONAL,C,7000.0,12.99,0.0,0.2916666666666667,N,3.0,6791,42.999999999999986
24.0,24000.0,RENT,0.0,PERSONAL,D,7000.0,15.62,1.0,0.2916666666666667,N,2.0,6792,49.0
22.0,50000.0,MORTGAGE,5.0,PERSONAL,B,2000.0,12.18,0.0,0.04,N,3.0,6793,33.0
23.0,50000.0,OWN,3.0,VENTURE,A,5000.0,8.94,0.0,0.1,N,3.0,6794,28.000000000000004
22.0,50000.0,OWN,3.0,EDUCATION,A,6000.0,8.94,0.0,0.12,N,2.0,6795,28.000000000000004
26.0,50000.0,MORTGAGE,5.0,EDUCATION,A,5000.0,7.4,0.0,0.1,N,2.0,6796,29.000000000000004
24.0,44000.0,MORTGAGE,0.0,EDUCATION,D,15000.0,15.31,1.0,0.3409090909090909,N,2.0,6797,55.0
25.0,24000.0,RENT,0.0,VENTURE,E,7000.0,16.45,1.0,0.2916666666666667,Y,2.0,6798,70.99999999999999
22.0,24996.0,RENT,6.0,DEBTCONSOLIDATION,B,7000.0,11.86,0.0,0.280044807169147,N,2.0,6799,37.0
21.0,25000.0,RENT,1.0,EDUCATION,B,7000.0,12.69,0.0,0.28,N,2.0,6800,41.0
22.0,50000.0,MORTGAGE,6.0,VENTURE,C,10500.0,14.26,0.0,0.21,Y,2.0,6801,56.00000000000001
